NamaSPPG,Alamat,Tanggal Opsnal,Provinsi,wilayah,Nama Kepala,Nama Yayasan,Latitude,Longitude
SPPG Tulang Bawang Barat Tulang Bawang Tengah Tirta Makmur,"Jl. Raya Tirta Makmur Kecamatan Tulang Bawang Tengah, Kabupaten Tulang Bawang Barat, Lampung",13-10-2025,LAMPUNG,Wilayah I,Rendy Wahyu Nugroho,,-4.50954,105.0905
SPPG Kota Bandar Lampung Tanjungkarang Timur Tanjung Agung,"Jl. Drs. H. M. Thabrani Daud No. 4A, Kelurahan Tanjung Gading, Kecamatan Tanjung Karang Timur, Kota Bandar Lampung, Lampung",13-10-2025,LAMPUNG,Wilayah I,Riky Oktariza,,-5.41605,105.26684
SPPG Kota Bandar Lampung Tanjungkarang Barat Gedong Air 3,"Jl. Sisingamangaraja Gang Kelinci Kelurahan Gedong Air Kecamatan Tanjung Karang Barat, Kota Bandar Lampung, Lampung",13-10-2025,LAMPUNG,Wilayah I,Rico Erwansyah,,-5.40181,105.24355
SPPG Kota Bandar Lampung Enggal Enggal 4,"Jl. Jendral Sudirman No.64 Engal Kec. Engal Kota Bandar Lampung, Lampung",13-10-2025,LAMPUNG,Wilayah I,Abid Irwan,,-5.42227,105.26558
SPPG Lampung Timur Purbolinggo Taman Cari,"Desa Taman Cari, Kec.  Purbolinggo, Lampung Timur,  Rt/Rw: 015/07",14-04-2025,LAMPUNG,Wilayah I,Lutfi Baihaki,Yayasan Indonesia Food Security Review,-4.99752,105.48895
SPPG Kec. Merbau Mataram Lampung Selatan, Jl. Raya Suban Desa Merbau Mataram Kecamatan Merbau Mataram Kabupaten Lampung Selatan,14-04-2025,LAMPUNG,Wilayah I,Alfa Rizi,Yayasan Prabu Center Kosong Delapan,-5.44763,105.37853
SPPG Pesawaran Way Ratai Wates Way Ratai,"Wates Way Ratai, Kecamatan Way Ratai, Kabupaten Pesawaran, Lampung",14-09-2025,LAMPUNG,Wilayah I,Alfandi,,-5.59956,105.0739
SPPG Mesuji Way Serdang Gedung Boga,"Jl. Pasar Kedung, Rt 01 Rw 06, Gedung Boga, Way Serdang, Kab. Mesuji, Lampung",14-09-2025,LAMPUNG,Wilayah I,Deni Prasetyo,,-4.18761,105.10573
SPPG Lampung Tengah Anak Tuha Bumi Aji,"Bumi Aji, Kecamatan Anak Tuha, Kabupaten Lampung Tengah, Lampung",14-10-2025,LAMPUNG,Wilayah I,Petra Dwi Deta Tianri,,-5.0044,105.07888
SPPG Lampung Selatan Kalianda Agom,"Jl. Lintas Sumatera, Agom, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551",14-10-2025,LAMPUNG,Wilayah I,Anggi Irawan,,-5.7225,105.61709
SPPG Tanggamus Air Naningan Way Harong,Jl. Raya Air Naningan Desa Way Harong Kecamatan  Air Naningan Kabupaten  Tanggamus Provinsi Lampung,14-10-2025,LAMPUNG,Wilayah I,Mega Ratnasari,,-5.24233,104.71078
SPPG Pesawaran Kedondong Suka Maju,"Jl. Kampung Masjid Rt 001 Rw 001 Suka Maju, Kec. Kedondong Kab. Pesawaran, Lampung",14-10-2025,LAMPUNG,Wilayah I,Ismail Adhan Kusuma,,-5.4708,104.99974
SPPG Pesawaran Padang Cermin Padang Cermin 2,"Jl. Way Ratai, Desa Padang Cermin, Kec. Padang Cermin, Kab. Pesawaran, Lampung",14-10-2025,LAMPUNG,Wilayah I,Adri Zulham Izzullah,,-5.58232,105.14306
SPPG Lampung Selatan Natar Negara Ratu,"Kelurahan Negara Ratu, Kecamatan Natar, Kab. Lampung Selatan, Prov. Lampung, Negara Ratu, Natar, Kab. Lampung Selatan, Lampung",15-09-2025,LAMPUNG,Wilayah I,Aditya Gumelar Pratama Putra Sobri,,-5.30096,105.18557
SPPG Pesisir Barat Bangkunat Penyandingan,"Jl. Lintas Barat Way Heni, Bangkunat, Penyandingan, Kec. Bangkunat, Kab. Pesisir Barat, Lampung ",15-09-2025,LAMPUNG,Wilayah I,Doni Pranata,,-5.62173,104.38973
SPPG Kota Bandar Lampung Enggal Enggal 3,"JL.Hos Cokroaminoto No.78, Kel.Enggal Kec.Enggal Kota Bandar Lampung",15-09-2025,LAMPUNG,Wilayah I,M.Haris Januar,,-5.42111,105.26247
SPPG Lampung Tengah Bumi Ratu Nuban Bulu Sari,"Dusun 5, Rt 012 Rw 005 Kampung Bulusari, Kecamatan Bumi Ratu Nuban, Kabupaten Lampung Tengah, Lampung",15-09-2025,LAMPUNG,Wilayah I,Puji Saputra,,-5.09084,105.19283
SPPG Lampung Selatan Katibung Tarahan,"Dusun Suka Banjar Desa Tarahan Kecamatan Katibung, Kabupaten Lampung Selatan, Lampung",15-10-2025,LAMPUNG,Wilayah I,Ali Maksum,,-5.55872,105.38619
SPPG Lampung Timur Sekampung Udik Gunung Pasir Jaya,"RT.001/RW.005, Gunung Pasir Jaya, Kab. BintanSekampung Udik, Kab. Lampung Timur, Lampung",15-10-2025,LAMPUNG,Wilayah I,Salsa Pratiwi Mulyadi,,-5.30612,105.54536
SPPG Way Kanan Kasui Kotaway,"Jl. Tanjung Sari Rt.02 Rw.05 Kel.Kotaway Kec. Kasui Kab. Waykanan, Lampung",15-10-2025,LAMPUNG,Wilayah I,Riyadi,,-5.32703,105.45352
SPPG Tulang Bawang Dente Teladas Pasiran Jaya 3,"Pasiran Jaya, Kecamatan Dente Teladas, Kabupaten Tulang Bawang, Lampung",15-10-2025,LAMPUNG,Wilayah I,Rahmat Kurniawan Akip,,-4.62102,105.84673
SPPG Tanggamus Bulok Gunung Terang,Gunung Terang Kecamatan Bulok Kabupaten Tanggamus Provinsi Lampung,15-10-2025,LAMPUNG,Wilayah I,Da`I Rahman Bakti,,-5.49217,104.87954
SPPG Lampung Utara Abung Kunang Aji Kagungan,"Jl. Lintas Sumatera Desa Ajikagungan, Rt/Rw, Kec. Abung Kunang, Kab. Lampung Utara, Lampung",15-10-2025,LAMPUNG,Wilayah I,Alharis Eza,,-4.88603,104.82239
SPPG Lampung Timur Metro Kibang Margototo 2,"Margo Toto, Kecamatan Metro Kibang, Kabupaten Lampung Timur, Lampung ",16-09-2025,LAMPUNG,Wilayah I,Eibilio Nicola Dirgan Bimantara,,-5.18142,105.31266
SPPG Lampung Tengah Bandar Mataram Uman Agung Mataram 2,"RT 02 RW 02, Uman Agung Mataram, Bandar Mataram, Kab. Lampung Tengah, Lampung",16-09-2025,LAMPUNG,Wilayah I,Muhammad Rizki Ramadhan,,-4.82463,105.33979
SPPG Pringsewu Pardasuka Sidodadi,Dusun Sidodadi Rt.04 Rw.02 Desa Sidodadi Kecamatan Pardasuka Kabupaten Pringsewu Lampung,16-09-2025,LAMPUNG,Wilayah I,Amalia Dwi Alinta,,-5.44774,104.93199
SPPG Lampung Utara Kotabumi Selatan Kelapa Tujuh 2,"Jl. Etshiko Siomi, Kelapa Tujuh Kotabumi Selatan, Kelapa Tujuh, Kotabumi Selatan, Kab. Lampung Utara, Lampung",16-09-2025,LAMPUNG,Wilayah I,Nave Loi Lukasim,,-4.84094,104.89905
SPPG Lampung Timur Way Jepara Sri Wangi,"Jl. Lintas Pantai Timur, Dusun 2 Tirto Sari, Rt008 Rw002, Desa Sriwangi, Kecamatan Way Jepara, Kabupaten Lampung Timur, Lampung",16-09-2025,LAMPUNG,Wilayah I,Aprionaldi Ahmad Utama,,-5.17704,105.70203
SPPG Lampung Selatan Jati Agung Karang Anyar 3,"Dusun Karang Indah Rt 04 Rw 01 Desa Karang Anyar Kec. Jati Agung, Kab. Lampung Selatan, Lampung",16-10-2025,LAMPUNG,Wilayah I,Dhesty Anggraini,,-5.31729,105.29695
SPPG Lampung Tengah Seputih Surabaya Gaya Baru I,"Jl. Dusun IV, Rt002/Rw003, Kel. Gaya Baru I, Kec. Seputih Surabaya, Kab. Lampung Tengah, Lampung",16-10-2025,LAMPUNG,Wilayah I,Rizky Ahmad Nugraha,,-4.67618,105.68506
SPPG Lampung Tengah Pubian Tias Bangun,"Desa Tias Bangun, Kecamatan Pubian, Kabupaten Lampung Tengah, Lampung",16-10-2025,LAMPUNG,Wilayah I,M. Fathoni Alfaridzi,,-5.03821,104.88917
SPPG Lampung Tengah Way Pangubuan Lempuyang Bandar,"Jl. Lintas Timur, Km.83, Dusun XIII, Lempuyang Bandar, Kec. Way Pangubuan, Kab. Lampung Tengah, Lampung",16-10-2025,LAMPUNG,Wilayah I,Silvana Citra,,-4.80313,105.22037
SPPG Pringsewu Gading Rejo Wonodadi,Desa Wonokriyo Kec. Gading Rejo Kab. Pringsewu,17-02-2025,LAMPUNG,Wilayah I,Erika Dewi,Yayasan Graha Prima Kencana,-5.38148,105.04495
SPPG Kota Bandar Lampung Enggal Rawalaut,"Jl Tanjung LK01 RT 011 RW 000, kelurahan Rawa laut, kecamatan Enggal, kota Bandar Lampung, 35118",17-02-2025,LAMPUNG,Wilayah I,Lolyta Mutiara Putri,Yayasan Amanah Puri Annisa,-5.42155,105.26464
SPPG Way Kanan Baradatu Bhakti Negara,Bhakti Negara Kec. Baradatu,17-03-2025,LAMPUNG,Wilayah I,Muhammad Jefrianto,,-4.72378,104.55204
SPPG Lampung Selatan Natar Pemanggilan,"Pemanggilan dusun, jl srimulyo 2, gg nusantara 5, kec natar ",17-03-2025,LAMPUNG,Wilayah I,Putri Finka Novia,Yayasan Al Mastani,-5.33866,105.21191
SPPG Lampung Timur Bandar Sribawono Srimeranti,"Jl. Ir. Sutami, Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung",17-03-2025,LAMPUNG,Wilayah I,Fauzi Abdillah,Yayasan Prabu Center Kosong Delapan,-5.28872,105.67033
SPPG Tulang Bawang Barat Tulang Bawang Tengah Pulung Kencana,"Pulung Kencana Rk 2/Rt 3, Kec. Tulang Bawang Tengah, Tulang Bawang Barat",17-03-2025,LAMPUNG,Wilayah I,Yolando Mandala Pratama,Yayasan Al Mastani,-4.58942,105.10291
SPPG Pesawaran Gedong Tataan Kurungan Nyawa 1,Kurungan Nyawa Kec. Gedong Tataan,17-03-2025,LAMPUNG,Wilayah I,Harit Alghoffar Nabil,Yayasan Alrafaeyza Malik Nurman,-5.3784,105.19639
SPPG Lampung Selatan Natar Natar,"Jl. Raya Natar, No. 247, Desa Natar, Kec.Natar Kab. Lampung Selatan",17-03-2025,LAMPUNG,Wilayah I,TRI HERMAWAN,Yayasan Alrafaeyza Malik Nurman,-5.31879,105.19698
SPPG Mesuji Tanjung Raya Brabasan 2,"Brabasan, Kec. Tj. Raya, Kabupaten Mesuji, Lampung_x000D_
",17-03-2025,LAMPUNG,Wilayah I,Abdurrahman Faiz Al-Fadhil,Yayasan Al Mastani,-3.98715,105.33621
SPPG Tulang Bawang Gedung Aji Kecubung Jaya,"Kecubung Jaya, Kec. Gedung Aji, Kab. Tulang Bawang, Lampung",17-09-2025,LAMPUNG,Wilayah I,Akbar Fauza Nugroho Barus,,-4.29796,105.39443
SPPG Pesawaran Way Lima Baturaja,"Desa Baturaja, Way Lima, Kab. Pesawaran, Lampung",17-09-2025,LAMPUNG,Wilayah I,Endah Dwi Nugraheni,,-5.41003,105.01501
SPPG Kota Bandar Lampung Labuhan Ratu Sepang Jaya 3,"Jl. Nangka Gang Langgar No.9 Lk II Rt 011. Kelurahan Sepang Jaya, Kecamatan Labuhan Ratu, Kota Bandar Lampung, Lampung",17-09-2025,LAMPUNG,Wilayah I,Deni Efriyansah,,-5.37161,105.27201
SPPG Lampung Tengah Kota Gajah Kota Gajah 3,"Kota Gajah Kecamatan Kota Gajah, Kab. Lampung Tengah, Lampung",17-09-2025,LAMPUNG,Wilayah I,Riya Asmita Dewi,,-4.97058,105.32213
SPPG Tanggamus Kota Agung Timur Teba,"Jl. Ir. H. Juanda, Desa Teba Kecamatan Kota Agung Timur",17-09-2025,LAMPUNG,Wilayah I,Ayu Fatmawati,,-5.49732,104.6289
SPPG Lampung Timur Sekampung Udik Sidorejo,"Jl. Ir Sutami Km 47 Lintas Panjang Sribhawono Rt 12 Dusun III Desa Sidorejo Kecamatan Sekampung Udik Lampung Timur, Kab. Lampung Timur, Lampung",17-09-2025,LAMPUNG,Wilayah I,Cahyaning Tri Pamungkas,,-5.29782,105.61118
SPPG Tulang Bawang Gedung Aji Baru Suka Bhakti 2,"Suka Bhakti, Kec. Gedung Aji Baru, Kab. Tulang Bawang, Lampung",17-10-2025,LAMPUNG,Wilayah I,Surya Mulyawan,,-4.22254,105.63118
SPPG Lampung Utara Bunga Mayang Iso Rejo,Dusun 4 Kelurahan Iso Rejo Kecamatan Bunga Mayang Kabupaten Lampung Utara Provinsi Lampung,17-10-2025,LAMPUNG,Wilayah I,Oktorullah,,-4.64639,104.74338
SPPG Lampung Timur Bandar Sribhawono Sadar Sriwijaya,"Jl. Sadar Sriwijaya Dusun 5 Kecamatan Bandar Sribawono Kabupaten Lampung Timur, Lampung",17-10-2025,LAMPUNG,Wilayah I,Aldo Krisdiantoro,,-5.24722,105.66276
SPPG Lampung Tengah Trimurjo Pujo Asri,"Pujo Asri, Kecamatan Trimurjo, Kabupaten Lampung Tengah, Lampung",17-10-2025,LAMPUNG,Wilayah I,Abdurrahman Murtadho,,-5.13818,105.26473
SPPG Lampung Utara Abung Timur Sidomukti,"Sido Mukti, Kecamatan Abung Timur, Kabupaten Lampung Utara,Lampung",17-10-2025,LAMPUNG,Wilayah I,Isnan Toha,,-4.73711,104.96884
SPPG Kota Bandar Lampung Tanjungkarang Barat Sukajawa,"Jl. Tamin No.40, Suka Jawa, Kecamatan Tanjungkarang Barat, Kota Bandar Lampung, Lampung",17-10-2025,LAMPUNG,Wilayah I,Ade Manset Yudanto,,-5.40926,105.2486
SPPG Lampung Tengah Seputih Surabaya Sumber Katon,"Jl. Raya Sumber Katon, Sri Kencono, Kec. Seputih Surabaya, Kab. Lampung Tengah, Lampung",17-10-2025,LAMPUNG,Wilayah I,Heru Iskandar,,-4.67618,105.68506
SPPG Lampung Utara Kotabumi Sindang Sari,"Jl. Prokimal Rt 04 Rw 02, Sindang Sari, Kec. Kotabumi, Kab. Lampung Utara, Lampung",17-10-2025,LAMPUNG,Wilayah I,Arya Putra Alhafiz,,-4.83512,104.89708
SPPG Pringsewu Ambarawa Margodadi,"Desa Margodadi, Kecamatan Ambarawa, Kabupaten Pringsewu, Provinsi Lampung",18-02-2025,LAMPUNG,Wilayah I,"Wahyu Nuswantoro Aji, S.Kom",Yayasan Tunas Mekar Cianjur,-5.39481,104.96026
SPPG Lampung Timur Purbolinggo Tanjung Kesuma,"Dusun V, RT 019 RW 009, Kel. Tanjung Kesuma, Kec. Purbolinggo, Kab. Lampung Timur, Lampung",18-08-2025,LAMPUNG,Wilayah I,Danang Drajat Kusumawardana ,,-4.95427,105.52725
SPPG Lampung Timur Sukadana Sukadana Ilir,"Jl. Ki Mas Lk. 3, Desa Sukadana Ilir, Kec. Sukadana, Kab. Lampung Timur, Prov. Lampung",18-08-2025,LAMPUNG,Wilayah I,Juli Irawan,,-5.039,105.53371
SPPG Kota Metro Metro Timur Iring Mulyo,"Jl. Satelit 1 No. 50, Iringmulyo, Metro Timur, Kota Metro, Lampung",18-08-2025,LAMPUNG,Wilayah I,Renisia Liviana Sari,,-5.1206,105.32076
SPPG Lampung Timur Sekampung Udik Banjar Agung,"Jl. TJ. Kari - Pugung Raharjo Ds 1 Rt 1 Desa Banjar Agung kec, Sekampung Udik Kab, Lampung Timur, Prov. Lampung",18-08-2025,LAMPUNG,Wilayah I,Deden Sudrajat,,-5.30759,105.56858
SPPG Tulang Bawang Barat Gunung Terang Setia Bumi,"RT 10 RW 03, DESA SETIA BUMI, KECAMATAN GUNUNG TERANG, KABUPATEN TULANG BAWANG BARAT, PROVINSI LAMPUNG",18-08-2025,LAMPUNG,Wilayah I,PARIDI,,-4.3307,105.08338
SPPG Lampung Timur Sekampung Hargomulyo,Dsn III Wonogiri RT/Rw0110/003 Desa Hargomulyo sekampung Lampung Timur ,18-08-2025,LAMPUNG,Wilayah I,Muhammad Fadel Drieo Sunu,,-5.13773,105.48521
SPPG Lampung Selatan Kalianda Negeri Pandan,"Desa Neger6 RW 003, Kecamatan Kalianda, Kabupaten Lampung Selatan, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Gilang Farhandhika Utama,,-5.72181,105.59316
SPPG Lampung Selatan Jati Agung Way Hui,"Jl. Kutilang Raya, Desa Way Hui, Kec. Jati Agung, Kab. Lampung Selatan",18-08-2025,LAMPUNG,Wilayah I,Lanang Muhajirin,,-5.32833,105.29015
SPPG Tulang Bawang Barat Lambu Kibang Kibang Budi Jaya,"Jl. 2 Tiyuh Kibang Budi  Jaya RT 021/RW 007,   Kibang Budi Jaya,  Kec. Lambu Kibang,  kab.tulang bawang barat. lampung",18-08-2025,LAMPUNG,Wilayah I,Fatih Helmi bujung,,-4.33309,105.15747
SPPG Pringsewu Gading Rejo Yogyakarta,"Jalan Raya Yogyakarta Barat, Kelurahan Yogyakarta Selatan, Kecamatan Gading Rejo, Kabupaten Pringsewu, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Rais Abdillah,,-5.35036,105.02446
SPPG Tulang Bawang Banjar Agung Tri Tunggal Jaya,"Jalan Tugu Kuning, Kelurahan Tri Tunggal Jaya, Kecamatan Banjar Agung, Kabupaten Tulang Bawang, Lampung",18-08-2025,LAMPUNG,Wilayah I,Ultifa Azmi Nurwahida ,,-4.30106,105.25758
SPPG Lampung Selatan Bakauheni Bakauheni,"Jl. Trans Sumatera KM. 4 Kp. jering Desa Bakauheni Kec. Penengahan, Kab. Lampung Selatan",18-08-2025,LAMPUNG,Wilayah I,Rani Juniarti,,-5.86087,105.74675
SPPG Tulang Bawang Barat Way Kenanga Agung Jaya,"Desa Agong jaya RT/RW 03/001  , AGUNG JAYA, WAY KENANGA, KAB. TULANG BAWANG BARAT, LAMPUNG",18-08-2025,LAMPUNG,Wilayah I,Dwi Rahayu Ningsih,,-4.24477,105.15309
SPPG Kota Bandar Lampung Telukbetung Selatan Sumur Putri 2,"Jalan Anggun Cik Tunggal No. 11, Kelurahan Sumur Putri, Kecamatan Teluk betung Selatan, Kota Bandar Lampung, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Abdul Azis Yusuf,,-5.43355,105.24519
SPPG Lampung Timur Sekampung Sukoharjo,Dusun 5 Desa Sukoharjo Kecamatan Sekampung Kabupaten Lampung Timur ,18-08-2025,LAMPUNG,Wilayah I,TRI SUKMA ABADI ,,-5.13144,105.45539
SPPG Pesawaran Gedong Tataan Kurungan Nyawa 2,"Jl. Raya Kurungan Nyawa, KURUNGAN NYAWA, GEDONG TATAAN, KAB. PESAWARAN, LAMPUNG",18-08-2025,LAMPUNG,Wilayah I,Andre Pratama Kassya,,-5.3843,105.20058
SPPG Lampung Timur Raman Utara Raman Aji,"Jalan Panglima Polem No.  34, Kelurahan Raman Aji,  Kecamatan Raman Utara,  Kabupaten Lampung  Timur, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Yayan Feryandi,,-4.99801,105.42452
SPPG Kota Bandar Lampung Rajabasa Rajabasa Jaya,"Rajabasa Jaya, Rajabasa, Bandar Lampung, Lampung",18-08-2025,LAMPUNG,Wilayah I,Muhammad Atha Rizq Mufadhal,,-5.36908,105.23747
SPPG Lampung Timur Pasir Sakti Purworejo,purworejo kecamatan pasir sakti kab. lampung tiur prov. lampung,18-08-2025,LAMPUNG,Wilayah I,Rifai Maftuh,,-5.55443,105.77324
SPPG Tulang Bawang Banjar Agung Tunggal Warga 2,"Jl. Ethanol, Kelurahan  Tunggal Warga, Kecamatan  Banjar Agung, Kabupaten Tulang Bawang, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Muhammad Rasyid ,,-4.28386,105.20502
SPPG Way Kanan Negeri Agung Tanjung Rejo,"Tanjung Rejo, Kecamatan Negeri Agung, Kabupaten Way Kanan, Provinsi Lampung",18-08-2025,LAMPUNG,Wilayah I,Ridwan Toro,,-4.52504,104.70445
SPPG Tanggamus Kota Agung Kota Batu,"Jl. Ir. Hi. Juanda No. 83, pekon kotabatu, kecamatan kotaagung, kabupaten tanggamus, provinsi lampung",18-08-2025,LAMPUNG,Wilayah I,Andre satria,,-5.4972,104.62877
SPPG Lampung Timur Sukadana Sukadana,"Jl. Nyampir, BUMI TINGGI, BUMI AGUNG, KAB. LAMPUNG TIMUR, LAMPUNG",18-08-2025,LAMPUNG,Wilayah I,Badar Al Qobar,,-5.11792,105.47762
SPPG Way Kanan Negara Batin Gisting Jaya,"kampung gisting jaya kec.negara batin kab.way kanan, lampung",18-08-2025,LAMPUNG,Wilayah I,Achmad Wito Utomo,,-4.33098,104.91136
SPPG Lampung Selatan Sragi Baktirasa,"Dusun Pajar Bakti, RT/RW 003/006, Desa Baktirasa, Kecamatan Sragi, Kabupaten Lampung Selatan, Lampung",18-08-2025,LAMPUNG,Wilayah I,Roni Haryanto,,-5.63747,105.74104
SPPG Lampung Utara Kotabumi Kotabumi Tengah,Jl. Hi. Yusuf Permata Mega Mekarsari Kel. Kotabumi Tengah Kec. Kotabumi Kab. Lampung Utara Lampung,18-09-2025,LAMPUNG,Wilayah I,Febri Zulkarnain,,-4.81697,104.88371
SPPG Tulang Bawang Rawa Jitu Selatan Gedung Karya Jitu 2,"Gedung Karya Jitu, Kecamatan Rawa Jitu Selatan, Kabupaten Tulang Bawang, Lampung",18-09-2025,LAMPUNG,Wilayah I,Rudi Saputra,,-4.21274,105.74046
SPPG Pesawaran Gedong Tataan Negeri Sakti,"Jl. Way Ratai Dusun Negeri Tua Rt 004 Rw 002 Desa Negeri Sakti Kec. Gedong Tataan Kab. Pesawaran, Lampung",18-09-2025,LAMPUNG,Wilayah I,Aldi Suhendar,,-5.365,105.18279
SPPG Lampung Selatan Sidomulyo Sidorejo,"Dusun 1 Kalidamar Rt 06/Rw 01 Desa Sidorejo Kec Sidomulyo Kab Lampung Selatan, Lampung",18-09-2025,LAMPUNG,Wilayah I,Yiska Rustamia Patrisia,,-5.58077,105.52295
SPPG Tanggamus Talang Padang Banding Agung,"Jl. Lintas Barat Sumatera / Jl. Kota Agung Balimbing Desa Banding Agung, Dusun Perdasuka, Kec. Talang Padang, Kab. Tanggamus, Lampung",18-09-2025,LAMPUNG,Wilayah I,Efendi,,-5.37,104.77953
SPPG Lampung Tengah Bumi Nabung Bumi Nabung Utara,"Dusun I Rt 001 Rw 001 Desa Bumi Nabung Utara Kecamatan Bumi Nabung Kabupaten Lampung Tengah, Lampung",18-10-2025,LAMPUNG,Wilayah I,Ikbal Fadzar,,-4.65929,105.57348
SPPG Pesawaran Gedong Tataan Taman Sari,"JL. Ahmad Yani desa taman sari kecamatan gedong tataan, pesawaran",19-03-2025,LAMPUNG,Wilayah I,ASEP SANTOSO,Yayasan Al Mastani,-5.36582,105.14759
SPPG Lampung Utara Kotabumi Selatan Kota Alam,KOTA ALAM KELURAHAN KOTA ALAM KECAMATAN KOTA BUMI SELATAN KABUPATEN LAMPUNG UTARA PROVINSI LAMPUNG,19-08-2025,LAMPUNG,Wilayah I,Eriska Vivian Astuti,,-4.84087,104.87095
SPPG Lampung Tengah Terbanggi Besar Yukum Jaya 3,"Jl. Yukum Jaya, Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Provinsi Lampung",19-08-2025,LAMPUNG,Wilayah I,Dicky Maulana,,-4.88766,105.21714
SPPG Lampung Utara Abung Selatan Way Lunik,"Jl. Rajawali, Desa Way Lunik, Kec. Abung selatan, kab. Lampung Utara, Lampung, 34581, WAY LUNIK, ABUNG SELATAN, KAB. LAMPUNG UTARA, LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,Diah Novita Sari,,-4.86127,104.93048
SPPG Kota Bandar Lampung Panjang Pidada,"JL YOS SUDARSO,PIDADA,PANJANG,KOTA BANDAR LAMPUNG,LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,Hendi azis bagus setiawan,,-5.46821,105.32228
SPPG Pringsewu Sukoharjo Sukoharjo III,"Jl. Raya Sukoharjo, Sukoharjo III, Sukoharjo, Kabupaten Pringsewu, Provinsi Lampung",19-08-2025,LAMPUNG,Wilayah I,GILANG RAMADHAN,,-5.29562,104.98474
SPPG Kota Bandar Lampung Tanjungkarang Pusat Durian Payung,"Jl. Khairil Anwar no. 5 durian payung, tanjung karang pusat Bandar Lampung",19-08-2025,LAMPUNG,Wilayah I,Fachdy Nurdin,,-5.41746,105.24491
SPPG Lampung Tengah Terbanggi Besar Yukum Jaya,"Jl. Diponegoro LK 10 Kelurahan Yukum Jaya Kecamatan Terbanggi Besar Kabupaten Lampung Tengah Propinsi Lampung, YUKUM JAYA, TERBANGGI BESAR, KAB. LAMPUNG TENGAH, LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,Roby Pangestu,,-4.92735,105.21018
SPPG Pringsewu Gading Rejo Tambahrejo,"Desa Tambah Rejo, Samping BKAD Kec Gadingrejo",19-08-2025,LAMPUNG,Wilayah I,Dani Erlangga,,-5.37763,105.03381
SPPG Kota Bandar Lampung Rajabasa Rajabasa,"Jalan ZA Pagar Alam No. 25, Kelurahan Rajabasa, Kecamatan Rajabasa, Kota Bandar Lampung, Provinsi Lampung, Kode Pos 35144",19-08-2025,LAMPUNG,Wilayah I,Lucyani Putri Wulandari,,-5.3678,105.2339
SPPG Lampung Utara Bukit Kemuning Bukit Kemuning 2,"Jl. Raya Baturaja No 8 Bukit Kemuning, BUKIT KEMUNING, BUKIT KEMUNING, KAB. LAMPUNG UTARA, LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,Mutia Adisti,,-4.83842,104.5756
SPPG Tanggamus Semaka Sudimoro,DAPUR MBG SUDIMORO BANGUN jl. Pos polisi Rt 03/01 Sudimoro bangun   kec. Semaka   kab. Tanggamus  prov. Lampung,19-08-2025,LAMPUNG,Wilayah I,Andi Prayoga,,-5.47991,104.4924
SPPG Lampung Selatan Jati Agung Jati Mulyo,"Gg Kenanga, Kel Jati Mulyo, Kec Jati Agung, Kab Lampung Selatan, Lampung, JATI MULYO, JATI AGUNG, KAB. LAMPUNG SELATAN, LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,M Haikal Fabiyoansyah,,-5.34186,105.2929
SPPG Kota Bandar Lampung Kedamaian Kalibalau Kencana,"⁠Jl. Urip Sumoharjo No. 59 Kel. Kalibalau Kencana, Kec. Kedamaian, Kota Bandar Lampung",19-08-2025,LAMPUNG,Wilayah I,"Anisya Ardita, S.Sos",,-5.3916,105.28328
SPPG Kota Bandar Lampung Langkapura Gunungterang,"Jl. Purnawirawan No.118, GUNUNGTERANG, LANGKAPURA, KOTA BANDAR LAMPUNG, LAMPUNG",19-08-2025,LAMPUNG,Wilayah I,Rinaldi Pernanda,,-5.38891,105.2301
SPPG Lampung Timur Pasir Sakti Mulyo Sari,"Jalan Lintas Pantai Timur, Desa Mulyo Sari, Kecamatan Pasir Sakti, Kabupaten Lampung Timur, Provinsi Lampung",19-08-2025,LAMPUNG,Wilayah I,Fani Irvansyah,,-5.51107,105.78677
SPPG Kota Bandar Lampung Tanjungkarang Barat Segalamider,Jalan. Pagar alam pu no.145,19-08-2025,LAMPUNG,Wilayah I,Ferdinandus Vivo Benvica Gallo,,-5.39143,105.23747
SPPG Mesuji Mesuji Timur Tanjung Mas Makmur 2,"Tanjung Mas Makmur, Kec. Mesuji Timur, Kab. Mesuji. Lampung",19-08-2025,LAMPUNG,Wilayah I,Fitri Novitasari ,,-4.00409,105.56569
