;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
7207;7207;SPPG Pesawaran Tegineneng Margo Mulyo;Desa Margo Mulyo, Kec. Tegineneng, Kab. Pesawaran, Lampung;09-10-2025;LAMPUNG;Wilayah I;Nurina Sari;;-5.1547;105.14995
7208;7208;SPPG Lampung Barat Sumber Jaya Tugu Sari;Marga Wiwitan 1 Rt03 Rw08, Keluruhan Tugu Sari, Kec. Sumber Jaya, Kab. Lampung Barat, Lampung;09-10-2025;LAMPUNG;Wilayah I;Wahyu Hindarto;;-5.00902;104.47463
7209;7209;SPPG Kota Metro Metro Timur Yosorejo;Jl. Way Pangabuan No.4, Yosorejo, Kec. Metro Timur, Kota Metro, Lampung ;09-10-2025;LAMPUNG;Wilayah I;Regita Melina Pramesti;;-5.10736;105.31421
7210;7210;SPPG Tulang Bawang Dente Teladas Pasiran Jaya 2;Kampung Pasiran Jaya Rt/Rw002/011, KecamatanDente Teladas, Kab Tulang Bawang  Lampung;10-09-2025;LAMPUNG;Wilayah I;Adhitya Dwi Laksono;;-4.62102;105.84673
7211;7211;SPPG Lampung Selatan Tanjung Sari Wawasan;Dusun Budi Jaya Rt/Rw 04/02 Kelurahan Wawasan Kecamatan Tanjung Sari Kabupaten Lampung Selatan Provinsi Lampung;10-09-2025;LAMPUNG;Wilayah I;Dani Setiawan;;-5.37737;105.50219
7212;7212;SPPG Lampung Timur Way Jepara Sri Wangi 2;Dusun Tirtosari Rt. 007 Rw. 001 Desa Sriwangi Kecamatan Way Jepara Lampung Timur, Kabupaten Lampung Timur, Lampung;10-09-2025;LAMPUNG;Wilayah I;Ravi Rizki Prasetyo;;-5.36893;105.61547
7213;7213;SPPG Kota Bandar Lampung Sukabumi Sukabumi Indah;Gang  Waru IV No.8, Sukabumi Indah, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35122;10-10-2025;LAMPUNG;Wilayah I;Argha Pandu Mulia Naibaho;;-5.39544;105.28947
7214;7214;SPPG Kota Bandar Lampung Telukbetung Utara Gulak Galik 2;Jl. Diponegoro No. 108, Gulak Galik, Kecamatan Telukbetung Utara, Kota Bandar Lampung, Lampung;10-10-2025;LAMPUNG;Wilayah I;Wahyu Tamlika;;-5.43179;105.26198
7216;7216;SPPG Kota Bandar Lampung Kedamaian Tanjunggading;Jl. Gatot Subroto No.71, TanjungGading, Kec. Kedamaian, Kota Bandar Lampung, Lampung;10-10-2025;LAMPUNG;Wilayah I;Suharmoko;;-5.43339;105.27728
7217;7217;SPPG Kota Bandar Lampung Tanjungkarang Pusat Palapa;Palapa, Kec. Tanjung Karang Pusat, Kota Bandar Lampung, Lampung;10-10-2025;LAMPUNG;Wilayah I;M. Anugrah Ghalia Yudhistomi;;-5.4184;105.2479
7218;7218;SPPG Tanggamus Kota Agung Pasar Madang;Jl. Mawar III, Pasir Madang, Kec. Kota Agung,  Kab. Tanggamus, Lampung;10-10-2025;LAMPUNG;Wilayah I;Musa Fadillah;;-5.49722;104.62442
7219;7219;SPPG Pesawaran Gedong Tataan Way Layap;Jl. Sukadamai Dusun Cidadi, Rt 003/ Rw 002, Waylalap, Kec. Gedong Tataan, Kab, Pesawaran, Lampung;10-10-2025;LAMPUNG;Wilayah I;Arief Rizki Ramadhan S.Ikom.;;-5.38617;105.0906
7220;7220;SPPG Kota Bandar Lampung Tanjungkarang Timur Kota Baru;Jl. Perintis Kemerdekaan Komp. Ruko Elsyihab No.1, 3, 4, 5 Dan 6, Kota Baru, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung ;10-10-2025;LAMPUNG;Wilayah I;Ade Manset Yudanto;;-5.41915;105.27132
7221;7221;SPPG Kota Bandar Lampung Sukabumi Sukabumi 4;Jl. Pulau Singkep No.37, Sukabumi, Kecamatan Sukabumi, Kota Bandar Lampung, Lampung ;10-10-2025;LAMPUNG;Wilayah I;Yogie Rizmartando;;-5.39733;105.31602
7222;7222;SPPG Kota Bandar Lampung Tanjung Senang Labuhan Dalam;Jalan Sandi Hasan Nomor 99 RT/LK 04/II , Kelurahan Labuhan Dalam, Kecamatan Tanjung Senang, Kota Bandar Lampung, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;I Nyoman Hitakarana;;-5.36116;105.26657
7223;7223;SPPG Kota Bandar Lampung Sukarame Korpri Raya;Jl. Ryacudu Perum Korpri blok D7 no 7 Sukarame;11-08-2025;LAMPUNG;Wilayah I;Agung Wiragama;;-5.36082;105.30386
7226;7226;SPPG Tulang Bawang Barat Gunung Terang Mulyo Jadi;Desa Mulyo Jadi Ke.Gunung Terang Kab.Tulang Bawang Barat;11-08-2025;LAMPUNG;Wilayah I;Muhammad Masyahrudin Murad;;-4.3304;105.05422
7227;7227;SPPG Lampung Timur Labuhan Maringgai Srigading;SRIGADING, LABUHAN MARINGGAI, KAB. LAMPUNG TIMUR, LAMPUNG ;11-08-2025;LAMPUNG;Wilayah I;Agus Priyadi;;-5.32528;105.78762
7228;7228;SPPG Tulang Bawang Barat Tumijajar Daya Asri;Jalan Jendral Sudirman Nomor 001 RW Tiyuh, Daya Asri, Kecamatan Tumi Jajar, Kabupaten Tulang Bawang Barat, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Rahmat Pratama;;-4.63497;105.0773
7230;7230;SPPG Lampung Timur Bumi Agung Donomulyo;Dusun Dono Mulyo Rt 006 Rw 002 Desa Dono Mulyo Kecamatan Bumi Agung Kabupaten Lampung Timur Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Ahmad Minhajul Munir;;-5.14489;105.55217
7233;7233;SPPG Kota Bandar Lampung Kemiling Sumber Rejo;Jl. Teuku Cik Ditiro, Kelurahan Sumber Rejo, Kecamatan Kemiling, Kota Bandar Lampung, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Imam Bagus Triyoga;;-5.39298;105.21544
7234;7234;SPPG Lampung Timur Way Bungur Taman Negeri;Jl. SDN 2 Kelurahan Taman Negeri, Kec. Way Bungur, Kabupaten Lampung Timur, Lampung;11-08-2025;LAMPUNG;Wilayah I;Novi Hendrianto;;-4.92993;105.52687
7235;7235;SPPG Lampung Selatan Kalianda Kalianda;Jl. Veteran, Kelurahan Kalianda, Kecamatan Kalianda, Kabupaten Lampung Selatan, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Annisa Salsabilla;;-5.73774;105.60691
7236;7236;SPPG Lampung Selatan Candipuro Bumi Jaya;Desa Bumi jaya RT 004 RT 002;11-08-2025;LAMPUNG;Wilayah I;Made Arya Dwipayana;;-4.96958;103.99532
7238;7238;SPPG Lampung Timur Sekampung Giriklopomulyo;Dusun I RT 001/RW 001, Kelurahan Giriklopomulyo, Kecamatan Sekampung, Kabupaten Lampung Timur, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Risky Rachmanda;;-5.13144;105.45539
7239;7239;SPPG Lampung Tengah Gunung Sugih Terbanggi Agung;Jl. Panggungan RT 005/RW 003, Kelurahan Terbanggi Agung, Kecamatan Gunung Sugih, Kabupaten Lampung Tengah, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Iqbal Mufadhil;;-5.02088;105.20494
7240;7240;SPPG Tanggamus Kota Agung Negeri Ratu;Jalan Ir. Haji Juanda;11-08-2025;LAMPUNG;Wilayah I;Husni Mubaraq;;-6.60435;106.79641
7241;7241;SPPG Pringsewu Ambarawa Ambarawa;SPPG Yayasan Mitra Cendekia Waskita Ambarawa, Kelurahan Ambarawa, Kecamatan Ambarawa, Kabupaten Pringsewu, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Sabilla Qonita;;-5.40848;104.96203
7242;7242;SPPG Lampung Timur Batanghari Bumi Harjo;Dusun Bumi Makmur RT017/RW007, Desa Bumiharjo, Kec. Batanghari, Lampung Timur;11-08-2025;LAMPUNG;Wilayah I;Nurachmad Agung Wiratama;;-5.13727;105.34429
7244;7244;SPPG Lampung Selatan Candipuro Karya Mulya Sari;Jalan Raya Soekarno hatta ;11-08-2025;LAMPUNG;Wilayah I;Mahfud Alizar;;-7.63799;112.90588
7245;7245;SPPG Kota Bandar Lampung Labuhan Ratu Labuhan Ratu Raya;Jalan Harapan Komplek Cemara;11-08-2025;LAMPUNG;Wilayah I;Erfan Tegar Raffalah;;-6.16715;106.97756
7246;7246;SPPG Kota Bandar Lampung Kedaton Kedaton;Jl. Sultan Agung Nomor 18 Sepang Jaya;11-08-2025;LAMPUNG;Wilayah I;Ricky Yosua Sianturi;;-6.02428;106.33031
7247;7247;SPPG Pesawaran Negeri Katon Bangun Sari;Desa Bangun Sari, Kecamatan Negeri Katon, Kabupaten Pesawaran, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Priyo Prasetiyo Utomo;;-5.21063;105.07391
7248;7248;SPPG Lampung Timur Waway Karya Mekar Karya;Dusun pulung rejo rt.07 tanjung wangi desa tanjung wangi Kecamatan Waway Karya, Kabupaten Lampung Timur, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Yogie Rizmartando;;-5.41453;105.54991
7249;7249;SPPG Kota Metro Metro Timur Tejo Agung;Jalan Cemara RT 009/RW 003, Kelurahan Tejo Agung, Kecamatan Metro Timur, Kota Metro, Provinsi Lampung;11-08-2025;LAMPUNG;Wilayah I;Laila Indah Rahmanisa;;-5.12296;105.29461
7250;7250;SPPG Kota Bandar Lampung Telukbetung Barat Negeri Olok Gading;Jl. Setia Budi Gang Sunda Nomor 66 RT 003;11-08-2025;LAMPUNG;Wilayah I;Sefta Purnama;;-6.20892;106.82572
7251;7251;SPPG Lampung Timur Mataram Baru Tulung Pasik;Jl. Lintas Timur RT 004 RW 002 Desa Tulung Pasik Kecamatan Mataram Baru, Kabupatem Lampung Timur, Lampung.;11-08-2025;LAMPUNG;Wilayah I;Riki Gunawan;;-5.27276;105.73929
7252;7252;SPPG Pringsewu Gading Rejo Gading Rejo Utara;Jl. Pendidikan No 89 Rt 01 Rw 01 Desa Gadingrejo Utara, Kecamatan Gadingrejo, Kab Pringsewu ,  Provinsi Lampung;11-09-2025;LAMPUNG;Wilayah I;Deru Hendrawan;;-5.37501;105.06825
7253;7253;SPPG Lampung Selatan Natar Branti Raya;Brantiraya, Kecamatan Natar, Kabupaten Lampung Selatan Provinsi Lampung;11-09-2025;LAMPUNG;Wilayah I;Dira Setiawati;;-5.24629;105.17839
7255;7255;SPPG Lampung Tengah Pubian Payung Makmur;Payung Makmur Kec. Pubian, Kab. Lampung Tengah, Lampung;11-10-2025;LAMPUNG;Wilayah I;Alwi Hasan Yusuf;;-5.09127;104.86322
7256;7256;SPPG Lampung Tengah Seputih Raman Rukti Harjo;Dusun 6A Rt.002 Rw.006 Kp. Rukti Harjo Kec. Seputih Raman Kab. Lampung Tengah Provinsi Lampung;11-10-2025;LAMPUNG;Wilayah I;Pajar Ari Sinta;;-4.91692;105.36455
7257;7257;SPPG Tulang Bawang Penawar Aji Pasar Batang;Jl. Lintas Gala-Gala, Pasar Batang, Rt.11/Rw04, Kecamatan Penawar Aji, Kabupaten Tulang Bawang, Provinsi Lampung;11-10-2025;LAMPUNG;Wilayah I;Betha Saputri;;-4.26246;105.24548
7258;7258;SPPG Lampung Tengah Seputih Banyak Setia Bhakti 2;Rt.004 Rw.002 Kampung Setia Bhakti Kec. Seputih Banyak Kab. Lampung Tengah Provinsi Lampung;11-10-2025;LAMPUNG;Wilayah I;Mita Indriana;;-4.84527;105.49513
7259;7259;SPPG Tanggamus Ulu Belu Ngarip;Jl. Raya Pekon Ngarip, Desa Ngarip, Kec. Ulu Belu, Kab. Tanggamus, Lampung;12-08-2025;LAMPUNG;Wilayah I;Indah Ike Nurjana;;-5.30969;104.55748
7260;7260;SPPG Lampung Timur Batanghari Bumi Harjo 2;Jl. Harjo Sudarmo/Rt 12 Rw 03, Bumi Harjo, Batanghari, Kabupaten Lampung Timur, Lampung;12-08-2025;LAMPUNG;Wilayah I;Agil Satria Wicaksono;;-5.12237;105.36398
7261;7261;SPPG Tulang Bawang Barat Tumijajar Margo Mulyo;Desa Margo Mulyo Rk.06/Rt.020, Kec. Tumijajar, Kab. Tulang Bawang Barat, Provinsi Lampung;12-08-2025;LAMPUNG;Wilayah I;Enggar Septia Ningrum;;-4.6308;105.13024
7262;7262;SPPG Lampung Utara Kotabumi Utara Madukoro;Jl. Yos Sudarso Jl. Raya Prokimal  Kel. Madukoro Baru, Kec. Kotabumi Utara, Kabupaten Lampung Utara, Lampung 34511;12-09-2025;LAMPUNG;Wilayah I;Choidir;;-4.77916;104.85064
7264;7264;SPPG Lampung Utara Kotabumi Kotabumi Ilir 2;Jl. Perumnas Tulung Mili Indah, Kotabumi Ilir, Kec. Kotabumi, Kab. Lampung Utara, Lampung;12-10-2025;LAMPUNG;Wilayah I;Arif Rahman;;-4.82854;104.91711
7265;7265;SPPG Lampung Utara Bukit Kemuning;Jl. Sumber jaya No 31, Kec Bukit Kemuning, Kab Lampung Utara;13-01-2025;LAMPUNG;Wilayah I;Niluh Dewi Pusvika;Yayasan Cahaya Langowan Nusantara;-4.95615;104.52392
7266;7266;SPPG Pesawaran Teluk Pandan Batu Menyan;Jl. Way Ratai,Desa Batu Menyan, Kecamatan Teluk Pandan, Kabupaten Pesawaran, Provinsi Lampung.;13-01-2025;LAMPUNG;Wilayah I;Hendra Wijaksono ;Yayasan Salman Peduli Berkarya;-5.57993;105.21451
7267;7267;SPPG Lampung Tengah Bangun Rejo Bangun Rejo;Dusun 07 Rt/Rw 001/007, Bangun Rejo, Bangun Rejo, Kabupaten Lampung Tengah, Lampung;13-09-2025;LAMPUNG;Wilayah I;Doni Rahmandani;;-5.09483;105.09215
7268;7268;SPPG Kota Bandar Lampung Rajabasa Rajabasa Jaya 2;Gang Hi Jamhuri, Rajabasa Jaya, Rajabasa, Kota Bandar Lampung;13-09-2025;LAMPUNG;Wilayah I;Tri Mulyani;;-5.36908;105.23747
7269;7269;SPPG Pringsewu Pringsewu Podomoro;Jl. Kesehatan, Rt. 03, Rw.03, Pekon Podomoro, Kecamatan Pringsewu, Kabupaten Pringsewu, Podomoro, Pringsewu, Kab. Pringsewu, Lampung;13-09-2025;LAMPUNG;Wilayah I;Achmad Junaidi;;-5.35472;104.96654
7270;7270;SPPG Lampung Barat Suoh Tugu Ratu;Taman Sari Barat Rt002 Rw003 Tuguratu Kec. Suoh, Kab. Lampung Barat, Lampung;13-09-2025;LAMPUNG;Wilayah I;Garda Brendaru Berlin;;-5.30628;104.31107
7271;7271;SPPG Pesawaran Way Lima Padang Manis;Padang Manis, Pesawaran Regency, Lampung, Padang Manis, Way Lima, Kabupaten Pesawaran, Lampung;13-09-2025;LAMPUNG;Wilayah I;Ahmad Dzaki Ghufron;;-5.41521;105.0524
7272;7272;SPPG Lampung Tengah Rumbia Rekso Binangun;Dusun 3 Rt/Rw 003/003, Desa Rekso Binangun, Kecamatan Rumbia, Kabupaten Lampung Tengah Lampung;13-09-2025;LAMPUNG;Wilayah I;Jodi Setiawan;;-4.74929;105.51656
7273;7273;SPPG Tulang Bawang Barat Tulang Bawang Tengah Tirta Makmur;Jl. Raya Tirta Makmur Kecamatan Tulang Bawang Tengah, Kabupaten Tulang Bawang Barat, Lampung;13-10-2025;LAMPUNG;Wilayah I;Rendy Wahyu Nugroho;;-4.50954;105.0905
7274;7274;SPPG Kota Bandar Lampung Tanjungkarang Timur Tanjung Agung;Jl. Drs. H. M. Thabrani Daud No. 4A, Kelurahan Tanjung Gading, Kecamatan Tanjung Karang Timur, Kota Bandar Lampung, Lampung;13-10-2025;LAMPUNG;Wilayah I;Riky Oktariza;;-5.41605;105.26684
7275;7275;SPPG Kota Bandar Lampung Tanjungkarang Barat Gedong Air 3;Jl. Sisingamangaraja Gang Kelinci Kelurahan Gedong Air Kecamatan Tanjung Karang Barat, Kota Bandar Lampung, Lampung;13-10-2025;LAMPUNG;Wilayah I;Rico Erwansyah;;-5.40181;105.24355
7276;7276;SPPG Kota Bandar Lampung Enggal Enggal 4;Jl. Jendral Sudirman No.64 Engal Kec. Engal Kota Bandar Lampung, Lampung;13-10-2025;LAMPUNG;Wilayah I;Abid Irwan;;-5.42227;105.26558
7277;7277;SPPG Lampung Timur Purbolinggo Taman Cari;Desa Taman Cari, Kec.  Purbolinggo, Lampung Timur,  Rt/Rw: 015/07;14-04-2025;LAMPUNG;Wilayah I;Lutfi Baihaki;Yayasan Indonesia Food Security Review;-4.99752;105.48895
7278;7278;SPPG Kec. Merbau Mataram Lampung Selatan; Jl. Raya Suban Desa Merbau Mataram Kecamatan Merbau Mataram Kabupaten Lampung Selatan;14-04-2025;LAMPUNG;Wilayah I;Alfa Rizi;Yayasan Prabu Center Kosong Delapan;-5.44763;105.37853
7279;7279;SPPG Pesawaran Way Ratai Wates Way Ratai;Wates Way Ratai, Kecamatan Way Ratai, Kabupaten Pesawaran, Lampung;14-09-2025;LAMPUNG;Wilayah I;Alfandi;;-5.59956;105.0739
7280;7280;SPPG Mesuji Way Serdang Gedung Boga;Jl. Pasar Kedung, Rt 01 Rw 06, Gedung Boga, Way Serdang, Kab. Mesuji, Lampung;14-09-2025;LAMPUNG;Wilayah I;Deni Prasetyo;;-4.18761;105.10573
7281;7281;SPPG Lampung Tengah Anak Tuha Bumi Aji;Bumi Aji, Kecamatan Anak Tuha, Kabupaten Lampung Tengah, Lampung;14-10-2025;LAMPUNG;Wilayah I;Petra Dwi Deta Tianri;;-5.0044;105.07888
7282;7282;SPPG Lampung Selatan Kalianda Agom;Jl. Lintas Sumatera, Agom, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551;14-10-2025;LAMPUNG;Wilayah I;Anggi Irawan;;-5.7225;105.61709
7283;7283;SPPG Tanggamus Air Naningan Way Harong;Jl. Raya Air Naningan Desa Way Harong Kecamatan  Air Naningan Kabupaten  Tanggamus Provinsi Lampung;14-10-2025;LAMPUNG;Wilayah I;Mega Ratnasari;;-5.24233;104.71078
7284;7284;SPPG Pesawaran Kedondong Suka Maju;Jl. Kampung Masjid Rt 001 Rw 001 Suka Maju, Kec. Kedondong Kab. Pesawaran, Lampung;14-10-2025;LAMPUNG;Wilayah I;Ismail Adhan Kusuma;;-5.4708;104.99974
7285;7285;SPPG Pesawaran Padang Cermin Padang Cermin 2;Jl. Way Ratai, Desa Padang Cermin, Kec. Padang Cermin, Kab. Pesawaran, Lampung;14-10-2025;LAMPUNG;Wilayah I;Adri Zulham Izzullah;;-5.58232;105.14306
7286;7286;SPPG Lampung Selatan Natar Negara Ratu;Kelurahan Negara Ratu, Kecamatan Natar, Kab. Lampung Selatan, Prov. Lampung, Negara Ratu, Natar, Kab. Lampung Selatan, Lampung;15-09-2025;LAMPUNG;Wilayah I;Aditya Gumelar Pratama Putra Sobri;;-5.30096;105.18557
7287;7287;SPPG Pesisir Barat Bangkunat Penyandingan;Jl. Lintas Barat Way Heni, Bangkunat, Penyandingan, Kec. Bangkunat, Kab. Pesisir Barat, Lampung ;15-09-2025;LAMPUNG;Wilayah I;Doni Pranata;;-5.62173;104.38973
7288;7288;SPPG Kota Bandar Lampung Enggal Enggal 3;JL.Hos Cokroaminoto No.78, Kel.Enggal Kec.Enggal Kota Bandar Lampung;15-09-2025;LAMPUNG;Wilayah I;M.Haris Januar;;-5.42111;105.26247
7289;7289;SPPG Lampung Tengah Bumi Ratu Nuban Bulu Sari;Dusun 5, Rt 012 Rw 005 Kampung Bulusari, Kecamatan Bumi Ratu Nuban, Kabupaten Lampung Tengah, Lampung;15-09-2025;LAMPUNG;Wilayah I;Puji Saputra;;-5.09084;105.19283
7291;7291;SPPG Lampung Selatan Katibung Tarahan;Dusun Suka Banjar Desa Tarahan Kecamatan Katibung, Kabupaten Lampung Selatan, Lampung;15-10-2025;LAMPUNG;Wilayah I;Ali Maksum;;-5.55872;105.38619
7292;7292;SPPG Lampung Timur Sekampung Udik Gunung Pasir Jaya;RT.001/RW.005, Gunung Pasir Jaya, Kab. BintanSekampung Udik, Kab. Lampung Timur, Lampung;15-10-2025;LAMPUNG;Wilayah I;Salsa Pratiwi Mulyadi;;-5.30612;105.54536
7293;7293;SPPG Way Kanan Kasui Kotaway;Jl. Tanjung Sari Rt.02 Rw.05 Kel.Kotaway Kec. Kasui Kab. Waykanan, Lampung;15-10-2025;LAMPUNG;Wilayah I;Riyadi;;-5.32703;105.45352
7294;7294;SPPG Tulang Bawang Dente Teladas Pasiran Jaya 3;Pasiran Jaya, Kecamatan Dente Teladas, Kabupaten Tulang Bawang, Lampung;15-10-2025;LAMPUNG;Wilayah I;Rahmat Kurniawan Akip;;-4.62102;105.84673
7295;7295;SPPG Tanggamus Bulok Gunung Terang;Gunung Terang Kecamatan Bulok Kabupaten Tanggamus Provinsi Lampung;15-10-2025;LAMPUNG;Wilayah I;Da`I Rahman Bakti;;-5.49217;104.87954
7296;7296;SPPG Lampung Utara Abung Kunang Aji Kagungan;Jl. Lintas Sumatera Desa Ajikagungan, Rt/Rw, Kec. Abung Kunang, Kab. Lampung Utara, Lampung;15-10-2025;LAMPUNG;Wilayah I;Alharis Eza;;-4.88603;104.82239
7298;7298;SPPG Lampung Timur Metro Kibang Margototo 2;Margo Toto, Kecamatan Metro Kibang, Kabupaten Lampung Timur, Lampung ;16-09-2025;LAMPUNG;Wilayah I;Eibilio Nicola Dirgan Bimantara;;-5.18142;105.31266
7299;7299;SPPG Lampung Tengah Bandar Mataram Uman Agung Mataram 2;RT 02 RW 02, Uman Agung Mataram, Bandar Mataram, Kab. Lampung Tengah, Lampung;16-09-2025;LAMPUNG;Wilayah I;Muhammad Rizki Ramadhan;;-4.82463;105.33979
7300;7300;SPPG Pringsewu Pardasuka Sidodadi;Dusun Sidodadi Rt.04 Rw.02 Desa Sidodadi Kecamatan Pardasuka Kabupaten Pringsewu Lampung;16-09-2025;LAMPUNG;Wilayah I;Amalia Dwi Alinta;;-5.44774;104.93199
7301;7301;SPPG Lampung Utara Kotabumi Selatan Kelapa Tujuh 2;Jl. Etshiko Siomi, Kelapa Tujuh Kotabumi Selatan, Kelapa Tujuh, Kotabumi Selatan, Kab. Lampung Utara, Lampung;16-09-2025;LAMPUNG;Wilayah I;Nave Loi Lukasim;;-4.84094;104.89905
7302;7302;SPPG Lampung Timur Way Jepara Sri Wangi;Jl. Lintas Pantai Timur, Dusun 2 Tirto Sari, Rt008 Rw002, Desa Sriwangi, Kecamatan Way Jepara, Kabupaten Lampung Timur, Lampung;16-09-2025;LAMPUNG;Wilayah I;Aprionaldi Ahmad Utama;;-5.17704;105.70203
7303;7303;SPPG Lampung Selatan Jati Agung Karang Anyar 3;Dusun Karang Indah Rt 04 Rw 01 Desa Karang Anyar Kec. Jati Agung, Kab. Lampung Selatan, Lampung;16-10-2025;LAMPUNG;Wilayah I;Dhesty Anggraini;;-5.31729;105.29695
7304;7304;SPPG Lampung Tengah Seputih Surabaya Gaya Baru I;Jl. Dusun IV, Rt002/Rw003, Kel. Gaya Baru I, Kec. Seputih Surabaya, Kab. Lampung Tengah, Lampung;16-10-2025;LAMPUNG;Wilayah I;Rizky Ahmad Nugraha;;-4.67618;105.68506
7305;7305;SPPG Lampung Tengah Pubian Tias Bangun;Desa Tias Bangun, Kecamatan Pubian, Kabupaten Lampung Tengah, Lampung;16-10-2025;LAMPUNG;Wilayah I;M. Fathoni Alfaridzi;;-5.03821;104.88917
7306;7306;SPPG Lampung Tengah Way Pangubuan Lempuyang Bandar;Jl. Lintas Timur, Km.83, Dusun XIII, Lempuyang Bandar, Kec. Way Pangubuan, Kab. Lampung Tengah, Lampung;16-10-2025;LAMPUNG;Wilayah I;Silvana Citra;;-4.80313;105.22037
7308;7308;SPPG Pringsewu Gading Rejo Wonodadi;Desa Wonokriyo Kec. Gading Rejo Kab. Pringsewu;17-02-2025;LAMPUNG;Wilayah I;Erika Dewi;Yayasan Graha Prima Kencana;-5.38148;105.04495
7309;7309;SPPG Kota Bandar Lampung Enggal Rawalaut;Jl Tanjung LK01 RT 011 RW 000, kelurahan Rawa laut, kecamatan Enggal, kota Bandar Lampung, 35118;17-02-2025;LAMPUNG;Wilayah I;Lolyta Mutiara Putri;Yayasan Amanah Puri Annisa;-5.42155;105.26464
7310;7310;SPPG Way Kanan Baradatu Bhakti Negara;Bhakti Negara Kec. Baradatu;17-03-2025;LAMPUNG;Wilayah I;Muhammad Jefrianto;;-4.72378;104.55204
7311;7311;SPPG Lampung Selatan Natar Pemanggilan;Pemanggilan dusun, jl srimulyo 2, gg nusantara 5, kec natar ;17-03-2025;LAMPUNG;Wilayah I;Putri Finka Novia;Yayasan Al Mastani;-5.33866;105.21191
7312;7312;SPPG Lampung Timur Bandar Sribawono Srimeranti;Jl. Ir. Sutami, Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung;17-03-2025;LAMPUNG;Wilayah I;Fauzi Abdillah;Yayasan Prabu Center Kosong Delapan;-5.28872;105.67033
7313;7313;SPPG Tulang Bawang Barat Tulang Bawang Tengah Pulung Kencana;Pulung Kencana Rk 2/Rt 3, Kec. Tulang Bawang Tengah, Tulang Bawang Barat;17-03-2025;LAMPUNG;Wilayah I;Yolando Mandala Pratama;Yayasan Al Mastani;-4.58942;105.10291
7314;7314;SPPG Pesawaran Gedong Tataan Kurungan Nyawa 1;Kurungan Nyawa Kec. Gedong Tataan;17-03-2025;LAMPUNG;Wilayah I;Harit Alghoffar Nabil;Yayasan Alrafaeyza Malik Nurman;-5.3784;105.19639
7315;7315;SPPG Lampung Selatan Natar Natar;Jl. Raya Natar, No. 247, Desa Natar, Kec.Natar Kab. Lampung Selatan;17-03-2025;LAMPUNG;Wilayah I;TRI HERMAWAN;Yayasan Alrafaeyza Malik Nurman;-5.31879;105.19698
7316;7316;SPPG Mesuji Tanjung Raya Brabasan 2;"Brabasan, Kec. Tj. Raya, Kabupaten Mesuji, Lampung_x000D_
";17-03-2025;LAMPUNG;Wilayah I;Abdurrahman Faiz Al-Fadhil;Yayasan Al Mastani;-3.98715;105.33621
7317;7317;SPPG Tulang Bawang Gedung Aji Kecubung Jaya;Kecubung Jaya, Kec. Gedung Aji, Kab. Tulang Bawang, Lampung;17-09-2025;LAMPUNG;Wilayah I;Akbar Fauza Nugroho Barus;;-4.29796;105.39443
7318;7318;SPPG Pesawaran Way Lima Baturaja;Desa Baturaja, Way Lima, Kab. Pesawaran, Lampung;17-09-2025;LAMPUNG;Wilayah I;Endah Dwi Nugraheni;;-5.41003;105.01501
7320;7320;SPPG Kota Bandar Lampung Labuhan Ratu Sepang Jaya 3;Jl. Nangka Gang Langgar No.9 Lk II Rt 011. Kelurahan Sepang Jaya, Kecamatan Labuhan Ratu, Kota Bandar Lampung, Lampung;17-09-2025;LAMPUNG;Wilayah I;Deni Efriyansah;;-5.37161;105.27201
7321;7321;SPPG Lampung Tengah Kota Gajah Kota Gajah 3;Kota Gajah Kecamatan Kota Gajah, Kab. Lampung Tengah, Lampung;17-09-2025;LAMPUNG;Wilayah I;Riya Asmita Dewi;;-4.97058;105.32213
7322;7322;SPPG Tanggamus Kota Agung Timur Teba;Jl. Ir. H. Juanda, Desa Teba Kecamatan Kota Agung Timur;17-09-2025;LAMPUNG;Wilayah I;Ayu Fatmawati;;-5.49732;104.6289
7323;7323;SPPG Lampung Timur Sekampung Udik Sidorejo;Jl. Ir Sutami Km 47 Lintas Panjang Sribhawono Rt 12 Dusun III Desa Sidorejo Kecamatan Sekampung Udik Lampung Timur, Kab. Lampung Timur, Lampung;17-09-2025;LAMPUNG;Wilayah I;Cahyaning Tri Pamungkas;;-5.29782;105.61118
